,branching_ratio,category,condition,prep_id
161,0.9450969575956707,O = organoid,Intact,O3
162,0.9252893751817998,O = organoid,Intact,O2
163,0.9924352114838102,O = organoid,Intact,O8
164,0.9901437868513273,O = organoid,Intact,O5
165,0.9884210932809068,O = organoid,Intact,O6
166,0.9649867497752682,O = organoid,Intact,O6
167,0.8556521957279764,O = organoid,Intact,O1
168,0.9935510984212067,O = organoid,Intact,O8
169,0.9872113780655879,O = organoid,Intact,O6
170,0.987055606878133,O = organoid,Intact,O6
171,0.9597915133611209,O = organoid,Intact,O2
172,0.9936791768500904,O = organoid,Intact,O8
173,0.9425670769919041,O = organoid,Intact,O1
174,0.9643202973665675,O = organoid,Intact,O4
175,0.991091035988257,O = organoid,Intact,O5
176,0.9939891729725128,O = organoid,Intact,O8
177,0.9568940327374167,O = organoid,Intact,O4
178,0.9569315429053328,O = organoid,Intact,O2
179,0.9363941699191429,O = organoid,Intact,O1
180,0.902625839435062,O = organoid,Intact,O3
181,0.9511084334990172,O = organoid,Intact,O2
182,0.9917195648125339,O = organoid,Intact,O5
183,0.9800755300665056,O = organoid,Intact,O7
184,0.9974857241157415,O = organoid,Intact,O8
185,0.994579932138736,O = organoid,Intact,O8
186,0.9422218229601927,O = organoid,Intact,O3
187,0.9226549342354684,O = organoid,Intact,O2
188,0.940060101334696,O = organoid,Intact,O1
189,0.925186396379693,O = organoid,Intact,O3
190,0.9919311299080793,O = organoid,Intact,O5
191,0.9312628218094844,O = organoid,Intact,O3
192,0.9413139830851605,O = organoid,Intact,O1
193,0.9401072810771938,O = organoid,Intact,O1
194,0.9607718517585404,O = organoid,Intact,O4
195,0.913286496951304,O = organoid,Intact,O3
196,0.9117869817603155,O = organoid,Intact,O3
197,0.9917587789582004,O = organoid,Intact,O5
198,0.9925496554090147,O = organoid,Intact,O7
199,0.9428902129672933,O = organoid,Intact,O3
200,0.9920185329735474,O = organoid,Intact,O8
201,0.9545669182394145,O = organoid,Intact,O4
202,0.9426129710688942,O = organoid,Intact,O3
203,0.9926695245959123,O = organoid,Intact,O8
204,0.9921491196197292,O = organoid,Intact,O5
205,0.9363311044309028,O = organoid,Intact,O3
206,0.9183841789664285,O = organoid,Intact,O3
207,0.9927041489905806,O = organoid,Intact,O8
208,0.9454275607755509,O = organoid,Intact,O2
209,0.9892794027895175,O = organoid,Intact,O6
210,0.939695268991508,O = organoid,Intact,O3
211,0.9922479236030799,O = organoid,Intact,O8
212,0.9867178853620524,O = organoid,Intact,O6
213,0.9579712764754459,O = organoid,Intact,O4
214,0.8992325301341478,O = organoid,Intact,O3
215,0.9884979250843691,O = organoid,Intact,O6
216,0.9712600460794363,O = organoid,Intact,O6
217,0.9679926419885689,O = organoid,Intact,O4
218,1.02020134002236,O = organoid,Intact,O2
219,0.9654407416031288,O = organoid,Intact,O7
220,0.935049989422962,O = organoid,Intact,O3
221,0.9662169712501805,O = organoid,Intact,O4
222,0.9386139649918939,O = organoid,Intact,O7
223,0.9937916310115588,O = organoid,Intact,O8
224,0.9877227285017608,O = organoid,Intact,O6
225,0.9457848444448064,O = organoid,Intact,O3
226,0.951068430755551,O = organoid,Intact,O7
227,0.9851422114664122,O = organoid,Intact,O6
228,0.9925814317958133,O = organoid,Intact,O5
229,0.9678661001143023,O = organoid,Intact,O4
230,0.9805645944401084,O = organoid,Intact,O7
231,0.9313562502557527,O = organoid,Intact,O1
232,0.9824841254781159,O = organoid,Intact,O6
233,0.9232417478810737,O = organoid,Intact,O3
234,0.9930608063899959,O = organoid,Intact,O8
235,0.9942261956719568,O = organoid,Intact,O8
236,0.9881009669827663,O = organoid,Intact,O6
237,0.9396167856098225,O = organoid,Intact,O3
238,0.9932034112546805,O = organoid,Intact,O7
239,0.9822835581427855,O = organoid,Intact,O6
240,0.9878174785529096,O = organoid,Intact,O6
241,0.9790433151072081,O = organoid,Intact,O6
242,0.991557318879865,O = organoid,Intact,O5
243,0.9939182648535289,O = organoid,Intact,O8
244,0.9911600896467454,O = organoid,Intact,O5
245,0.9872986204181621,O = organoid,Intact,O6
246,0.9484985776898907,O = organoid,Intact,O4
247,0.938199572237199,O = organoid,Intact,O4
248,0.989093026596977,O = organoid,Intact,O7
249,0.929968607633765,O = organoid,Intact,O3
250,0.9927792354506293,O = organoid,Intact,O7
251,0.8867631334547755,O = organoid,Intact,O3
252,0.9410832518161902,O = organoid,Intact,O1
253,0.9708019321975867,O = organoid,Intact,O2
254,0.919664897602478,O = organoid,Intact,O1
255,0.9812468571498147,O = organoid,Intact,O6
256,0.9342825737578964,O = organoid,Intact,O2
257,0.9422626369707127,O = organoid,Intact,O3
258,0.9425406722895018,O = organoid,Intact,O2
259,0.9504869230028169,O = organoid,Intact,O7
260,0.9577695686783518,O = organoid,Intact,O7
261,0.9860446979450627,O = organoid,Intact,O6
262,0.9427722748307794,O = organoid,Intact,O1
263,0.9656695635411416,O = organoid,Intact,O4
264,0.9713417594397006,O = organoid,Intact,O7
265,0.9914223535476187,O = organoid,Intact,O5
266,0.9879638135238461,O = organoid,Intact,O7
267,0.9860884057232757,O = organoid,Intact,O6
268,0.9344141934039694,O = organoid,Intact,O1
269,0.9453227230783662,O = organoid,Intact,O3
270,0.9233127433987509,O = organoid,Intact,O3
271,0.9797000945675427,O = organoid,Intact,O6
272,0.9338216565053405,O = organoid,Intact,O1
273,0.8938326058144478,O = organoid,Intact,O1
274,0.9362325119907027,O = organoid,Intact,O2
275,0.8969358229207164,O = organoid,Intact,O2
276,0.9939671639989462,O = organoid,Intact,O8
277,0.9923030183782456,O = organoid,Intact,O8
278,0.9624298726186238,O = organoid,Intact,O4
279,0.9864899692931557,O = organoid,Intact,O6
280,0.9926535432898228,O = organoid,Intact,O8
281,0.991501149626237,O = organoid,Intact,O5
282,0.9551772613332208,O = organoid,Intact,O2
283,0.9850455692995699,O = organoid,Intact,O5
284,0.5247638355657313,O = organoid,Intact,O8
285,0.9286027579280629,O = organoid,Intact,O1
286,0.9237105303793084,O = organoid,Intact,O2
287,0.9832230166547054,O = organoid,Intact,O6
288,0.9544187722235026,O = organoid,Intact,O2
289,0.9914117778233209,O = organoid,Intact,O5
290,0.9939182648535289,O = organoid,Intact,O8
291,0.9536907125303179,O = organoid,Intact,O7
292,0.9361444911417732,O = organoid,Intact,O1
293,0.9860359559560162,O = organoid,Intact,O6
294,0.9852572609288593,O = organoid,Intact,O7
295,0.9315513777083007,O = organoid,Intact,O4
296,0.9442296354904327,O = organoid,Intact,O2
297,0.9359117569863412,O = organoid,Intact,O1
298,0.9285089152710692,O = organoid,Intact,O1
299,0.7774245614440891,O = organoid,Intact,O1
300,0.9868231577656849,O = organoid,Intact,O7
301,0.9650068121470207,O = organoid,Intact,O7
302,0.9789611759722442,O = organoid,Intact,O7
303,0.9886248641715524,O = organoid,Intact,O5
304,0.9913616424993146,O = organoid,Intact,O5
305,0.9687205260838376,O = organoid,Intact,O4
306,0.9487528776831201,O = organoid,Intact,O3
307,0.9631065045585891,O = organoid,Intact,O4
308,0.9902652675143193,O = organoid,Intact,O5
309,0.9522545248931157,O = organoid,Intact,O2
310,0.9324174151947197,O = organoid,Intact,O1
311,0.9918782046201255,O = organoid,Intact,O5
312,0.9644771556399501,O = organoid,Intact,O4
313,0.9870300224345997,O = organoid,Intact,O7
314,0.9915199486373101,O = organoid,Intact,O5
315,0.9921811013088333,O = organoid,Intact,O5
316,0.9919493140305264,O = organoid,Intact,O8
317,0.9530374493812075,O = organoid,Intact,O2
318,0.9825617936402317,O = organoid,Intact,O7
319,0.9259129525277529,O = organoid,Intact,O4
320,0.9941029593396746,O = organoid,Intact,O8
321,0.9571830777067671,O = organoid,Intact,O7
322,0.9893704329226184,O = organoid,Intact,O7
323,0.9895742302202974,O = organoid,Intact,O5
324,0.9670022483104626,O = organoid,Intact,O4
325,0.9923249345050869,O = organoid,Intact,O7
326,0.9921512478182972,O = organoid,Intact,O7
327,0.9726588403063613,O = organoid,Intact,O7
328,0.9375278254834172,O = organoid,Intact,O3
329,0.9918821651053131,O = organoid,Intact,O5
330,0.9348081057303381,O = organoid,Intact,O1
331,0.9641708171673447,O = organoid,Intact,O4
332,0.9927142606753916,O = organoid,Intact,O7
333,0.9459729575890488,O = organoid,Intact,O1
334,0.9872390912653347,O = organoid,Intact,O6
335,0.9295799924869175,O = organoid,Intact,O1
336,0.9360702249629087,O = organoid,Intact,O1
337,0.98128164132695,O = organoid,Intact,O7
338,0.9319482546080698,O = organoid,Intact,O3
339,0.9376824799509522,O = organoid,Intact,O4
340,0.9532377516969899,O = organoid,Intact,O4
341,0.9663474210779158,O = organoid,Intact,O4
342,0.9489993383056148,O = organoid,Intact,O4
343,0.9914504248453284,O = organoid,Intact,O8
344,0.9536403274521399,O = organoid,Intact,O4
345,0.9315601140910871,O = organoid,Intact,O1
346,0.4684028657821803,O = organoid,Intact,O1
347,0.9582518358684855,O = organoid,Intact,O4
348,0.9304331096360693,O = organoid,Intact,O1
349,0.9923409320736629,O = organoid,Intact,O5
350,0.8612348770901178,O = organoid,Intact,O3
351,0.9839808310114836,O = organoid,Intact,O6
352,0.9935508135313844,O = organoid,Intact,O8
353,0.939608974512291,O = organoid,Intact,O1
354,0.9867435418216939,O = organoid,Intact,O6
355,0.9684649327002354,O = organoid,Intact,O4
356,0.9616458296837015,O = organoid,Intact,O4
357,0.993189045512099,O = organoid,Intact,O7
358,0.9656154764891189,O = organoid,Intact,O7
359,0.9940026531775176,O = organoid,Intact,O8
360,0.9815177835233369,O = organoid,Intact,O5
361,0.9886985576491047,O = organoid,Intact,O5
362,0.9875303324574995,O = organoid,Intact,O6
363,0.991964233757153,O = organoid,Intact,O5
364,0.9338161446877606,O = organoid,Intact,O4
365,0.9864545136180121,O = organoid,Intact,O6
366,0.9452514257472199,O = organoid,Intact,O3
367,0.9667104875172379,O = organoid,Intact,O7
368,0.9925191539533748,O = organoid,Intact,O5
369,0.9436387697559405,O = organoid,Intact,O1
370,0.9911994670162244,O = organoid,Intact,O5
371,0.9507742347258544,O = organoid,Intact,O2
372,0.9921199321242994,O = organoid,Intact,O5
373,0.9283901986705579,O = organoid,Intact,O2
374,0.927872606360769,O = organoid,Intact,O2
375,0.9935562695329433,O = organoid,Intact,O8
376,0.9647322754980184,O = organoid,Intact,O2
377,0.9923160860076523,O = organoid,Intact,O5
378,0.8613123442758626,O = organoid,Intact,O3
379,0.9898184746633397,O = organoid,Intact,O5
380,0.9656440663857745,O = organoid,Intact,O4
381,0.9858306956404278,O = organoid,Intact,O6
382,0.9856642807470504,O = organoid,Intact,O6
383,0.9850165535459277,O = organoid,Intact,O6
384,0.962430428702373,O = organoid,Intact,O4
385,0.9918518504566706,O = organoid,Intact,O5
386,0.8685689289772901,O = organoid,Intact,O4
387,0.8835409953774189,O = organoid,Intact,O3
388,0.525296866695398,O = organoid,Intact,O8
389,0.9055180780340966,O = organoid,Intact,O1
390,0.9358763028038375,O = organoid,Intact,O1
391,0.936686300264195,O = organoid,Intact,O1
392,0.9583433969303222,O = organoid,Intact,O6
393,0.965388665724974,O = organoid,Intact,O2
394,0.9051640809600944,O = organoid,Intact,O4
395,0.9885740879855713,O = organoid,Intact,O7
396,0.9797000945675427,O = organoid,Intact,O6
397,0.9380889442080559,O = organoid,Intact,O1
398,0.9352459251546749,O = organoid,Intact,O1
399,0.9290356938563165,O = organoid,Intact,O3
400,0.9602727932372424,O = organoid,Control,O2
401,0.9775739096864505,O = organoid,Control,O3
402,0.9833712468083732,O = organoid,Control,O2
403,0.999215533313117,O = organoid,Control,O5
404,0.99401704574202,O = organoid,Control,O5
405,0.007235703745080885,O = organoid,Control,O8
406,0.9999999199108062,O = organoid,Control,O8
407,0.9999995704885289,O = organoid,Control,O2
408,0.9694387953667192,O = organoid,Control,O8
409,0.9959343895260178,O = organoid,Control,O5
410,0.9894665043441003,O = organoid,Control,O4
411,0.951155176582441,O = organoid,Control,O5
412,0.0003261294046396541,O = organoid,Control,O8
413,0.9174626367974179,O = organoid,Control,O1
414,0.9961937892278598,O = organoid,Control,O6
415,0.00027023058279552944,O = organoid,Control,O8
416,0.9483215764160583,O = organoid,Control,O3
417,0.9999991859323382,O = organoid,Control,O6
418,0.9979211582675365,O = organoid,Control,O6
419,0.9577371332305235,O = organoid,Control,O8
420,0.9511257407068576,O = organoid,Control,O2
421,0.9956386899280836,O = organoid,Control,O6
422,0.9901691210691448,O = organoid,Control,O6
423,0.9862820898003491,O = organoid,Control,O6
424,0.9904781780440227,O = organoid,Control,O7
425,0.0028924275676321413,O = organoid,Control,O2
426,0.9017114220298181,O = organoid,Control,O2
427,0.9957200344825067,O = organoid,Control,O2
428,0.7200183162880915,O = organoid,Control,O2
429,0.9914398159111977,O = organoid,Control,O3
430,0.9640064098149588,O = organoid,Control,O2
431,0.9986327788767196,O = organoid,Control,O1
432,0.9777973856561181,O = organoid,Control,O6
433,0.8483308513246466,O = organoid,Control,O8
434,0.9668913312376444,O = organoid,Control,O4
435,0.9511947776872932,O = organoid,Control,O8
436,0.9454167436105979,O = organoid,Control,O5
437,0.998354566258339,O = organoid,Control,O2
438,0.9763863915313792,O = organoid,Control,O1
439,0.9979349161674439,O = organoid,Control,O2
440,0.5379874466597797,O = organoid,Control,O7
441,0.9510168831596134,O = organoid,Control,O4
442,0.9798258814542081,O = organoid,Control,O7
443,0.9772497846436113,O = organoid,Control,O8
444,0.9357811857051911,O = organoid,Control,O3
445,0.8906795407050528,O = organoid,Control,O5
446,0.9874630611298745,O = organoid,Control,O1
447,0.999999523091517,O = organoid,Control,O6
448,0.4493402825429543,O = organoid,Control,O3
449,0.997130936405484,O = organoid,Control,O7
450,0.9973873788168984,O = organoid,Control,O5
451,0.8777170613279405,O = organoid,Control,O3
452,0.9924496977491212,O = organoid,Control,O1
453,0.9768786222784784,O = organoid,Control,O7
454,0.9999998847028582,O = organoid,Control,O2
455,0.8905166465718116,O = organoid,Control,O4
456,0.9658852683111624,O = organoid,Control,O1
457,0.8935030252580347,O = organoid,Control,O1
458,0.9977984538491378,O = organoid,Control,O1
459,0.9887897834901499,O = organoid,Control,O1
460,0.9671779284292221,O = organoid,Control,O3
461,0.7998866272302825,O = organoid,Control,O4
462,0.9992325376356426,O = organoid,Control,O8
463,0.6159641336991896,O = organoid,Control,O8
464,0.9972472434299513,O = organoid,Control,O4
465,0.987096716867861,O = organoid,Control,O1
466,0.9511560898997323,O = organoid,Control,O2
467,0.9806326587325233,O = organoid,Control,O6
468,0.6571724521099833,O = organoid,Control,O2
469,0.9999994652311972,O = organoid,Control,O1
470,0.9814295196756841,O = organoid,Control,O8
471,0.9994820957627559,O = organoid,Control,O2
472,0.9986177386453008,O = organoid,Control,O4
473,0.407969056518892,O = organoid,Control,O6
474,0.9933313016655485,O = organoid,Control,O8
475,0.8944806113159185,O = organoid,Control,O7
476,0.9877598745529503,O = organoid,Control,O5
477,0.9986326064446445,O = organoid,Control,O8
478,0.9607704353993859,O = organoid,Control,O7
479,0.0007619585443058662,O = organoid,Control,O3
480,0.5023779839517747,O = organoid,Control,O1
481,0.9551286470157431,O = organoid,Control,O3
482,0.6039871322936385,O = organoid,Control,O2
483,0.9995922231074142,O = organoid,Control,O7
484,0.9999960058003411,O = organoid,Control,O8
485,0.8379816119095939,O = organoid,Control,O8
486,0.9950062910429471,O = organoid,Control,O3
487,0.9883933283974542,O = organoid,Control,O4
488,0.8070702283318432,O = organoid,Control,O7
489,0.998183247058592,O = organoid,Control,O8
490,0.9415951255342657,O = organoid,Control,O3
491,0.9980889382188334,O = organoid,Control,O7
492,0.8910568782597302,O = organoid,Control,O5
493,0.8643371476116102,O = organoid,Control,O5
494,0.9458039109416275,O = organoid,Control,O7
495,0.9980818598444621,O = organoid,Control,O3
496,0.9954929096983398,O = organoid,Control,O6
497,0.9999998132785459,O = organoid,Control,O3
498,0.8862004180087688,O = organoid,Control,O6
499,0.9939622194183746,O = organoid,Control,O7
500,0.9993870866814925,O = organoid,Control,O2
501,0.9161740078658803,O = organoid,Control,O2
502,0.9925720845835894,O = organoid,Control,O2
503,0.9648085742444419,O = organoid,Control,O5
504,0.9999997118645,O = organoid,Control,O4
505,0.9999988272694721,O = organoid,Control,O7
506,0.9768628174822984,O = organoid,Control,O8
507,0.9942834521490309,O = organoid,Control,O5
508,0.9860589279539856,O = organoid,Control,O1
509,0.0001268848205998809,O = organoid,Control,O7
510,0.6638004579037803,O = organoid,Control,O4
511,0.9379072050839914,O = organoid,Control,O2
512,0.9511336407705467,O = organoid,Control,O7
513,0.930637492587039,O = organoid,Control,O2
514,0.9999994954089833,O = organoid,Control,O1
515,0.9882397130284228,O = organoid,Control,O2
516,0.9511694710915297,O = organoid,Control,O3
517,0.999999912852075,O = organoid,Control,O5
518,0.9541637491570558,O = organoid,Control,O6
519,0.988969869822556,O = organoid,Control,O4
520,0.6722010022825605,O = organoid,Control,O2
521,0.8939730927866029,O = organoid,Control,O4
522,0.9929983870440026,O = organoid,Control,O3
523,0.9950640482910397,O = organoid,Control,O3
524,0.9910885713191349,O = organoid,Control,O4
525,0.9999956969866772,O = organoid,Control,O5
526,0.812787037964742,O = organoid,Control,O4
527,0.8896552573185078,O = organoid,Control,O2
528,0.980446205827621,O = organoid,Control,O6
529,0.0003347146822338955,O = organoid,Control,O4
530,0.9760277859107149,O = organoid,Control,O4
531,0.7293955341421972,O = organoid,Control,O4
532,0.9999998495851863,O = organoid,Control,O8
533,0.9592039926457742,O = organoid,Control,O5
534,0.9536643835207825,O = organoid,Control,O7
535,0.4783334941021307,O = organoid,Control,O1
536,0.9925808780155704,O = organoid,Control,O1
537,0.9972178656144036,O = organoid,Control,O8
538,0.8970945582070782,O = organoid,Control,O7
539,0.9523454010832323,O = organoid,Control,O4
540,0.5781911273701679,O = organoid,Control,O8
541,0.9992066411636368,O = organoid,Control,O2
542,0.9243041185300037,O = organoid,Control,O7
543,0.9511271032559273,O = organoid,Control,O2
544,0.9999995886211412,O = organoid,Control,O6
545,0.9050603823482724,O = organoid,Control,O3
546,0.9416639138732502,O = organoid,Control,O7
547,0.9707665123054341,O = organoid,Control,O3
548,0.27047197958369984,O = organoid,Control,O3
549,0.9949996656589195,O = organoid,Control,O2
550,0.9977063639984223,O = organoid,Control,O8
551,0.9970403053471015,O = organoid,Control,O8
552,0.9997098138176346,O = organoid,Control,O5
553,0.9983306284195603,O = organoid,Control,O1
554,0.026351972744478085,O = organoid,Control,O3
555,0.9929804605568299,O = organoid,Control,O8
556,0.06069715051620287,O = organoid,Control,O5
557,0.9687207222950941,O = organoid,Control,O5
558,0.0003828386096699993,O = organoid,Control,O5
559,0.9951372497486424,O = organoid,Control,O6
560,0.8836628341396898,O = organoid,Control,O6
561,0.7131193480961513,O = organoid,Control,O3
562,0.9673413166227254,O = organoid,Control,O2
563,0.9991680851945917,O = organoid,Control,O8
564,0.9728938745942578,O = organoid,Control,O5
565,0.9999997571472551,O = organoid,Control,O6
566,0.848151054322553,O = organoid,Control,O6
567,0.999999731795392,O = organoid,Control,O1
568,0.8183944061414677,O = organoid,Control,O8
569,0.9964948470013625,O = organoid,Control,O6
570,0.9957414561709055,O = organoid,Control,O6
571,0.9639535842962406,O = organoid,Control,O2
572,0.9999992473623261,O = organoid,Control,O8
573,0.001105368116643047,O = organoid,Control,O1
574,0.960332844257344,O = organoid,Control,O4
575,0.7468064359685217,O = organoid,Control,O5
576,0.9901592372905029,O = organoid,Control,O8
577,0.04501958550161246,O = organoid,Control,O4
578,0.9511530295668505,O = organoid,Control,O2
579,0.3876450071198707,O = organoid,Control,O1
580,0.9955163380061165,O = organoid,Control,O3
581,0.9699329723707887,O = organoid,Control,O2
582,0.8438103374184109,O = organoid,Control,O5
583,0.993294891675703,O = organoid,Control,O7
584,0.999999839588539,O = organoid,Control,O8
585,0.9952672950218471,O = organoid,Control,O8
586,0.9999999081234956,O = organoid,Control,O3
587,0.3663216055696739,O = organoid,Control,O2
588,0.7862442717057013,O = organoid,Control,O1
589,0.9946255248748774,O = organoid,Control,O3
590,0.9959097846888015,O = organoid,Control,O5
591,0.29581476752244595,O = organoid,Control,O3
